,0,1
3832,Nun wollen wir uns nie wieder trennen— ſagte ſie.. niemals..,{'entities': []}
3833,.,{'entities': []}
3834,Max (ſteht auf).,"{'entities': [(0, 3, 'MISC')]}"
3835,"Wach auf, mein Freund, und ſieh’, daß Du zu Ende kommſt.","{'entities': [(38, 40, 'MISC')]}"
3836,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3837,Niemals trennen“——— (Aufſtehend).,"{'entities': [(0, 19, 'PER'), (21, 31, 'LOC')]}"
3838,Und heute um zwei Uhr heirathe ich!,{'entities': []}
3839,Max.,"{'entities': [(0, 3, 'MISC')]}"
3840,Eine Andere.,{'entities': []}
3841,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3842,Nun ja;,{'entities': []}
3843,man heirathet immer eine Andere.,{'entities': []}
3844,Max (auf die Uhr ſchauend).,"{'entities': [(0, 3, 'MISC')]}"
3845,"Ich glaube, es iſt die höchſte Zeit.","{'entities': [(31, 35, 'MISC')]}"
3846,"(Bezeichnende Bewegung, Anatol möge Ilona entfernen) Anatol.","{'entities': [(1, 22, 'ORG'), (24, 30, 'MISC'), (36, 41, 'MISC'), (53, 59, 'MISC')]}"
3847,"Ja ja, ich will ſehen, ob ſie bereit iſt.",{'entities': []}
3848,"(Zur Thüre, bleibt davor ſtehen, wendet ſich zu Max).","{'entities': [(5, 10, 'MISC'), (25, 31, 'MISC'), (48, 51, 'PER')]}"
3849,Iſt es nicht eigentlich traurig?,{'entities': []}
3850,Max.,"{'entities': [(0, 3, 'MISC')]}"
3851,Es iſt unmoraliſch.,{'entities': []}
3852,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3853,Ja; aber auch traurig.,{'entities': []}
3854,Max,"{'entities': [(0, 3, 'PER')]}"
3855,. Geh’ endlich.,"{'entities': [(2, 6, 'LOC')]}"
3856,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3857,(Zur Thüre des Nebenzimmers).,"{'entities': [(15, 27, 'MISC')]}"
3858,"Ilona (ſteckt den Kopf heraus, tritt, in einen eleganten Domino gehüllt, heraus).","{'entities': [(0, 5, 'LOC'), (57, 63, 'MISC')]}"
3859,Es iſt ja nur Max!,"{'entities': [(14, 18, 'PER')]}"
3860,Max (ſich verbeugend).,"{'entities': [(0, 3, 'MISC')]}"
3861,Nur Max.,"{'entities': [(4, 7, 'PER')]}"
3862,Ilona (zu Anatol).,"{'entities': [(0, 5, 'MISC'), (10, 16, 'MISC')]}"
3863,Und Du ſagſt mir gar nichts.,{'entities': []}
3864,—,{'entities': []}
3865,"Ich dachte, es ſei ein Fremder, ſonſt wäre ich ſchon längſt bei Euch geweſen.","{'entities': [(64, 68, 'ORG')]}"
3866,"Wie geht es Ihnen, Max?","{'entities': [(19, 22, 'MISC')]}"
3867,Was ſagen Sie zu dieſem Schlingel?,{'entities': []}
3868,Max.,"{'entities': [(0, 3, 'MISC')]}"
3869,"Ja, das iſt er.",{'entities': []}
3870,Ilona,"{'entities': [(0, 5, 'PER')]}"
3871,.,{'entities': []}
3872,Sechs Wochen weine ich um ihn…,"{'entities': [(29, 30, 'MISC')]}"
3873,Er war… wo warſt Du nur?,"{'entities': [(6, 7, 'MISC')]}"
3874,Anatol (mit einer großen Handbewegung).,"{'entities': [(0, 6, 'MISC')]}"
3875,Dort wo——— Ilona.,"{'entities': [(11, 16, 'LOC')]}"
3876,Hat er Ihnen auch nicht geſchrieben?,{'entities': []}
3877,Aber jetzt hab’ ich ihn wieder.,{'entities': []}
3878,(Seinen Arm nehmend)…,"{'entities': [(20, 21, 'MISC')]}"
3879,jetzt giebt es keine Abreiſe mehr… keine Trennung.,"{'entities': [(33, 34, 'PER')]}"
3880,Gieb mir einen Kuß! Anatol.,"{'entities': [(20, 26, 'MISC')]}"
3881,Aber,{'entities': []}
3882,…,"{'entities': [(0, 1, 'MISC')]}"
3883,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3884,"Ach, Max gilt nichts (küßt Anatol).","{'entities': [(0, 3, 'PER'), (5, 8, 'PER'), (27, 33, 'MISC')]}"
3885,Aber Du machſt ja ein Geſicht!,"{'entities': [(5, 17, 'MISC')]}"
3886,"… Nun werde ich Euch den Thee einſchenken und mir auch, wenn’s erlaubt iſt.","{'entities': [(0, 5, 'MISC'), (16, 29, 'MISC')]}"
3887,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3888,Bitte,{'entities': []}
3889,… Max.,"{'entities': [(2, 5, 'PER')]}"
3890,"Liebe Ilona, ich kann leider die Einladung, mit Ihnen zu frühſtücken, nicht annehmen… und ich begreife auch nicht… Ilona (macht ſich mit dem Samowar zu ſchaffen).","{'entities': [(0, 11, 'PER'), (84, 85, 'MISC'), (113, 120, 'MISC')]}"
3891,Was begreifen Sie nicht?,{'entities': []}
3892,Max.,"{'entities': [(0, 3, 'MISC')]}"
3893,Anatol ſollte eigentlich auch… Ilona.,"{'entities': [(0, 6, 'PER'), (29, 36, 'ORG')]}"
3894,Was ſollte Anatol—?,"{'entities': [(11, 18, 'ORG')]}"
3895,Max (zu Anatol).,"{'entities': [(0, 3, 'MISC'), (8, 14, 'MISC')]}"
3896,Du ſollteſt eigentlich ſchon—— Ilona.,"{'entities': [(23, 36, 'PER')]}"
3897,Was ſollte er?,{'entities': []}
3898,Max.,"{'entities': [(0, 3, 'MISC')]}"
3899,Du ſollteſt ſchon in Toilette ſein!,"{'entities': [(21, 29, 'LOC')]}"
3900,Ilona,"{'entities': [(0, 5, 'PER')]}"
3901,.,{'entities': []}
3902,"Ach, ſeien Sie doch nicht lächerlich, Max;","{'entities': [(0, 3, 'PER'), (38, 41, 'PER')]}"
3903,wir bleiben heute zu Hauſe;,"{'entities': [(21, 26, 'PER')]}"
3904,wir rühren uns nicht fort… Anatol.,"{'entities': [(25, 33, 'MISC')]}"
3905,"Liebes Kind, das wird leider nicht möglich ſein…","{'entities': [(0, 11, 'ORG'), (47, 48, 'MISC')]}"
3906,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3907,"Oh, das wird ſchön möglich ſein.",{'entities': []}
3908,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3909,Ich bin eingeladen…,"{'entities': [(18, 19, 'MISC')]}"
3910,Ilona (den Thee einſchenkend).,"{'entities': [(0, 5, 'LOC'), (11, 15, 'LOC')]}"
3911,Sage ab.,"{'entities': [(0, 4, 'PER')]}"
3912,Max.,"{'entities': [(0, 3, 'MISC')]}"
3913,Er kann nicht abſagen.,{'entities': []}
3914,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3915,Ich bin zu einer Hochzeit geladen.,"{'entities': [(0, 25, 'MISC')]}"
3916,Max (macht ihm ermunternde Zeichen).,"{'entities': [(0, 3, 'MISC')]}"
3917,Ilona,"{'entities': [(0, 5, 'PER')]}"
3918,.,{'entities': []}
3919,"Ach, das iſt ganz gleichgültig.",{'entities': []}
3920,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3921,Das iſt nicht ganz gleichgültig— denn ich bin ſo zu ſagen Kranzelherr.,{'entities': []}
3922,Ilona,"{'entities': [(0, 5, 'PER')]}"
3923,.,{'entities': []}
3924,Liebt,{'entities': []}
3925,Dich Deine Dame?,"{'entities': [(0, 15, 'PER')]}"
3926,Max.,"{'entities': [(0, 3, 'MISC')]}"
3927,Das iſt doch eigentlich Nebenſache.,"{'entities': [(24, 34, 'MISC')]}"
3928,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3929,Aber ich liebe ihn und das iſt die Hauptſache…,"{'entities': [(35, 45, 'LOC')]}"
3930,Reden Sie nicht immer drein!,"{'entities': [(0, 5, 'MISC')]}"
3931,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3932,Kind… ich muß fort.,"{'entities': [(0, 5, 'MISC')]}"
3933,Max.,"{'entities': [(0, 3, 'MISC')]}"
3934,Ja er muß fort— glauben Sie ihm—,{'entities': []}
3935,er muß fort.,{'entities': []}
3936,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3937,Auf ein paar Stunden mußt Du mir Urlaub geben.,"{'entities': [(26, 39, 'MISC')]}"
3938,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3939,"Jetzt ſetzt Euch gefälligſt… Wie viel Stück Zucker, Max?","{'entities': [(44, 50, 'PER'), (52, 55, 'PER')]}"
3940,Max.,"{'entities': [(0, 3, 'MISC')]}"
3941,Drei. Ilona (zu Anatol).,"{'entities': [(6, 11, 'MISC'), (16, 22, 'MISC')]}"
3942,Du…? Anatol.,"{'entities': [(5, 11, 'MISC')]}"
3943,Es iſt wirklich die höchſte Zeit.,"{'entities': [(28, 32, 'MISC')]}"
3944,Ilona,"{'entities': [(0, 5, 'PER')]}"
3945,.,{'entities': []}
3946,Wie viel Stück?,{'entities': []}
3947,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3948,Du weißt ja… immer zwei Stück— Ilona.,"{'entities': [(11, 12, 'MISC'), (24, 36, 'MISC')]}"
3949,"Obers, Rum?","{'entities': [(0, 5, 'PER'), (7, 10, 'PER')]}"
3950,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3951,Rum,{'entities': []}
3952,— das weißt Du ja auch!,"{'entities': [(12, 23, 'MISC')]}"
3953,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3954,"Rum und zwei Stück Zucker (zu Max), Der hat Principien!","{'entities': [(30, 33, 'PER'), (36, 54, 'MISC')]}"
3955,Max.,"{'entities': [(0, 3, 'MISC')]}"
3956,Ich muß gehen!,"{'entities': [(0, 14, 'MISC')]}"
3957,Anatol (( leiſe).,"{'entities': [(0, 6, 'MISC')]}"
3958,Du läſſeſt mich allein?,"{'entities': [(0, 23, 'MISC')]}"
3959,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3960,"Sie werden Ihren Thee austrinken, Max! Anatol.","{'entities': [(34, 45, 'PER')]}"
3961,"Kind, ich muß mich jetzt umkleiden—!","{'entities': [(25, 36, 'ORG')]}"
3962,Ilona,"{'entities': [(0, 5, 'PER')]}"
3963,.,{'entities': []}
3964,Um Gottes Willen— wann iſt denn dieſe unglückſelige Hochzeit?,{'entities': []}
3965,Max.,"{'entities': [(0, 3, 'MISC')]}"
3966,In zwei Stunden.,{'entities': []}
3967,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3968,Sie ſind wohl auch geladen?,{'entities': []}
3969,Max.,"{'entities': [(0, 3, 'MISC')]}"
3970,Ja,{'entities': []}
3971,!,{'entities': []}
3972,Ilona,"{'entities': [(0, 5, 'PER')]}"
3973,.,{'entities': []}
3974,Auch Kranzelherr?,{'entities': []}
3975,Anatol,"{'entities': [(0, 6, 'MISC')]}"
3976,.,{'entities': []}
3977,Ja… er auch.,"{'entities': [(2, 3, 'PER')]}"
3978,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3979,Wer heirathet denn eigentlich? Anatol.,"{'entities': [(31, 37, 'PER')]}"
3980,Du kennſt ihn nicht Ilona.,"{'entities': [(0, 25, 'MISC')]}"
3981,Wie heißt er denn?,{'entities': []}
3982,Es wird doch kein Geheimniß ſein.,"{'entities': [(18, 27, 'LOC')]}"
3983,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3984,Es iſt ein Geheimniß.,"{'entities': [(11, 20, 'LOC')]}"
3985,Ilona,"{'entities': [(0, 5, 'PER')]}"
3986,.,{'entities': []}
3987,Wie?,{'entities': []}
3988,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3989,Die Trauung findet im Geheimen ſtatt!,{'entities': []}
3990,Ilona,"{'entities': [(0, 5, 'PER')]}"
3991,.,{'entities': []}
3992,Mit Kranzelherren und Kranzeldamen?,{'entities': []}
3993,Das iſt ja ein Unſinn!,{'entities': []}
3994,Max.,"{'entities': [(0, 3, 'MISC')]}"
3995,Nur die Eltern dürfen nichts wiſſen.,{'entities': []}
3996,"Ilona (ihren Thee ſchlürfend, ruhig).","{'entities': [(0, 5, 'LOC')]}"
3997,"Kinder, Ihr lügt mich an.",{'entities': []}
3998,Max.,"{'entities': [(0, 3, 'MISC')]}"
3999,Oh ich bitte.,"{'entities': [(0, 2, 'MISC')]}"
4000,Ilona,"{'entities': [(0, 5, 'PER')]}"
4001,.,{'entities': []}
4002,"Weiß Gott, wo Ihr heute geladen ſeid!","{'entities': [(0, 9, 'PER')]}"
4003,… Aber daraus wird nichts—,{'entities': []}
4004,"Sie können natürlich hingehen, wohin Sie wollen, lieber Max— der da aber bleibt.","{'entities': [(56, 60, 'PER')]}"
4005,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4006,"Unmöglich, unmöglich.",{'entities': []}
4007,Ich kann bei der Hochzeit meines beſten Freundes nicht fehlen.,"{'entities': [(40, 48, 'PER')]}"
4008,Ilona (zu Max).,"{'entities': [(0, 5, 'LOC'), (10, 13, 'PER')]}"
4009,Soll ich ihm den Urlaub geben?,"{'entities': [(17, 23, 'LOC')]}"
4010,Max,"{'entities': [(0, 3, 'PER')]}"
4011,". Beſte, beſte Ilona","{'entities': [(2, 7, 'LOC'), (15, 20, 'LOC')]}"
4012,—,{'entities': []}
4013,Sie müſſen— Ilona.,"{'entities': [(12, 17, 'LOC')]}"
4014,In welcher Kirche findet denn dieſe Trauung ſtatt?,"{'entities': [(11, 17, 'ORG')]}"
4015,Anatol (unruhig).,"{'entities': [(0, 6, 'MISC')]}"
4016,Warum fragſt Du?,"{'entities': [(13, 15, 'MISC')]}"
4017,Ilona,"{'entities': [(0, 5, 'PER')]}"
4018,.,{'entities': []}
4019,Ich will mir die Geſchichte wenigſtens anſehen Max.,{'entities': []}
4020,Das geht aber nicht… Ilona.,"{'entities': [(19, 26, 'ORG')]}"
4021,Warum denn?,{'entities': []}
4022,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4023,Weil dieſe Trauung in einer ganz… in einer ganz unterirdiſchen Kapelle ſtattfindet.,"{'entities': [(32, 33, 'MISC')]}"
4024,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4025,Es führt doch ein Weg hin?,{'entities': []}
4026,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4027,Nein… das heißt— ein Weg führt natürlich hin.,{'entities': []}
4028,Ilona,"{'entities': [(0, 5, 'PER')]}"
4029,.,{'entities': []}
4030,"Ich möchte Deine Dame ſehen, Anatol.","{'entities': [(11, 21, 'PER'), (29, 35, 'MISC')]}"
4031,Ich bin nämlich eiferſüchtig auf dieſe Dame.,"{'entities': [(0, 43, 'MISC')]}"
4032,—,{'entities': []}
4033,"Man kennt Geſchichten von Kranzelherrn, die ihre Damen nachher geheirathet haben.","{'entities': [(26, 38, 'PER')]}"
4034,"Und, verſtehſt Du, Anatol— ich will nicht, daß Du heiratheſt.","{'entities': [(15, 17, 'MISC'), (19, 26, 'MISC')]}"
4035,Max.,"{'entities': [(0, 3, 'MISC')]}"
4036,"Was würden Sie denn thun,… wenn er heirathete?","{'entities': [(25, 26, 'MISC')]}"
4037,Ilona (ganz ruhig).,"{'entities': [(0, 5, 'LOC')]}"
4038,Ich würde die Trauung ſtören.,{'entities': []}
4039,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4040,—,{'entities': []}
4041,So—?,"{'entities': [(0, 3, 'PER')]}"
4042,Max.,"{'entities': [(0, 3, 'MISC')]}"
4043,Und wie denn das?,{'entities': []}
4044,Ilona,"{'entities': [(0, 5, 'PER')]}"
4045,.,{'entities': []}
4046,Ich ſchwanke noch.,{'entities': []}
4047,Wahrſcheinlich großer Scandal vor der Kirchenthüre.,"{'entities': [(38, 50, 'MISC')]}"
4048,Max.,"{'entities': [(0, 3, 'MISC')]}"
4049,Das iſt trivial.,{'entities': []}
4050,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4051,Oh ich würde ſchon eine neue Nuance finden.,"{'entities': [(29, 35, 'MISC')]}"
4052,Max.,"{'entities': [(0, 3, 'MISC')]}"
4053,Zum Beiſpiel?,{'entities': []}
4054,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4055,Ich käme gleichfalls als Braut angefahren,{'entities': []}
4056,— mit einem Myrthenkranz— das wäre doch originell?,{'entities': []}
4057,Max. Aeußerſt… (ſteht auf).,"{'entities': [(0, 3, 'PER')]}"
4058,"Ich muß jetzt gehen… Adieu, Anatol!","{'entities': [(19, 26, 'PER'), (28, 35, 'ORG')]}"
4059,"Anatol (ſteht auf, entſchloſſen).","{'entities': [(0, 6, 'MISC')]}"
4060,Entſchuldige liebe Ilona;,"{'entities': [(19, 24, 'MISC')]}"
4061,aber ich muß mich jetzt umkleiden—,"{'entities': [(24, 34, 'MISC')]}"
4062,es iſt die höchſte Zeit.,"{'entities': [(11, 23, 'MISC')]}"
4063,Franz (tritt ein mit einem Boquet).,{'entities': []}
4064,"Die Blumen, gnädiger Herr.",{'entities': []}
4065,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4066,Was für Blumen?,{'entities': []}
4067,Franz (ſieht Ilona mit einem erſtaunten und etwas vertraulichem Geſichte an).,"{'entities': [(13, 18, 'LOC'), (50, 63, 'MISC')]}"
4068,"… Die Blumen, gnädiger Herr.",{'entities': []}
4069,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4070,Du haſt noch immer den Franz?,{'entities': []}
4071,(Franz ab).,"{'entities': [(1, 6, 'PER')]}"
4072,Du wollteſt ihn doch hinauswerfen?,"{'entities': [(0, 20, 'MISC')]}"
4073,Max.,"{'entities': [(0, 3, 'MISC')]}"
4074,Das iſt manchmal ſo ſchwer.,{'entities': []}
4075,Anatol (hat das in Seidenpopier eingewickelte Bouquet in der Hand).,"{'entities': [(0, 6, 'MISC'), (19, 31, 'LOC'), (46, 53, 'PER')]}"
4076,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4077,"Laß ſehen, was Du für Geſchmack haſt!","{'entities': [(15, 31, 'MISC')]}"
4078,Max.,"{'entities': [(0, 3, 'MISC')]}"
4079,Das Bouquet für Deine Dame?,"{'entities': [(4, 26, 'MISC')]}"
4080,Ilona (ſchlägt das Seidenpapier zurück).,"{'entities': [(0, 5, 'LOC')]}"
4081,Das iſt ja ein Brautbouquet!,"{'entities': [(15, 28, 'ORG')]}"
4082,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4083,"Mein Gott, jetzt hat man mir das unrichtige Bouquet geſchickt… Franz, Franz!","{'entities': [(0, 9, 'MISC'), (44, 51, 'MISC'), (61, 68, 'PER'), (70, 76, 'PER')]}"
4084,(Raſch ab mit dem Bouquet) Max.,"{'entities': [(1, 6, 'PER'), (18, 25, 'PER')]}"
4085,Der arme Bräutigam wird ſeines erhalten.,{'entities': []}
4086,Anatol (wieder eintretend).,"{'entities': [(0, 6, 'MISC')]}"
4087,"Er läuft ſchon, der Franz.","{'entities': [(20, 25, 'PER')]}"
4088,—— Max.,"{'entities': [(0, 6, 'PER')]}"
4089,Und jetzt müſſen Sie mich entſchuldigen———,{'entities': []}
4090,ich muß gehen.,{'entities': []}
4091,Anatol (ihn zur Thüre begleitend).,"{'entities': [(0, 6, 'MISC'), (16, 21, 'MISC'), (22, 32, 'MISC')]}"
4092,Was ſoll ich thun?,{'entities': []}
4093,Max. Geſtehen.,"{'entities': [(0, 3, 'MISC')]}"
4094,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4095,Unmöglich.,{'entities': []}
4096,Max.,"{'entities': [(0, 3, 'MISC')]}"
4097,"Nun, jedenfalls komme ich wieder zurück, ſobald ich kann— Anatol.","{'entities': [(52, 64, 'PER')]}"
4098,Bitte,{'entities': []}
4099,Dich— ja!,"{'entities': [(0, 5, 'MISC')]}"
4100,Max.,"{'entities': [(0, 3, 'MISC')]}"
4101,Und meine Farbe…? Anatol.,"{'entities': [(15, 16, 'MISC'), (18, 24, 'PER')]}"
4102,Blau oder roth——,{'entities': []}
4103,ich habe ſo eine Ahnung—— Leb wohl— Max.,"{'entities': [(26, 39, 'MISC')]}"
4104,"Adieu, Ilona!","{'entities': [(0, 5, 'PER'), (7, 13, 'ORG')]}"
4105,—— (Leiſe),"{'entities': [(4, 9, 'PER')]}"
4106,.,{'entities': []}
4107,In einer Stunde bin ich wieder da!,{'entities': []}
4108,Anatol (ins Zimmer zurück).,"{'entities': [(0, 6, 'PER')]}"
4109,Ilona (ſtürzt in ſeine Arme).,"{'entities': [(0, 5, 'LOC')]}"
4110,Endlich!,{'entities': []}
4111,Oh wie glücklich ich bin.,{'entities': []}
4112,— Anatol (mechaniſch).,"{'entities': [(2, 8, 'MISC')]}"
4113,Mein Engel!,"{'entities': [(0, 11, 'MISC')]}"
4114,Ilona,"{'entities': [(0, 5, 'PER')]}"
4115,.,{'entities': []}
4116,Wie kalt Du biſt.,"{'entities': [(9, 11, 'PER')]}"
4117,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4118,Ich ſagte doch ſoeben:,{'entities': []}
4119,Mein Engel.,"{'entities': [(0, 10, 'PER')]}"
4120,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4121,Aber mußt Du denn wirklich fort— zu dieſer dummen Hochzeit?,{'entities': []}
4122,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4123,"In allem Ernſt, Schatz, ich muß.","{'entities': [(9, 14, 'PER')]}"
4124,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4125,"Weißt Du, ich kann Dich ja in Deinem Wagen bis zur Wohnung Deiner Dame begleiten… Anatol.","{'entities': [(0, 8, 'LOC'), (19, 29, 'MISC'), (30, 36, 'LOC'), (59, 70, 'PER'), (80, 88, 'MISC')]}"
4126,Aber was fällt Dir ein.,"{'entities': [(15, 18, 'PER')]}"
4127,Wir wollen uns Abend treffen;,"{'entities': [(0, 20, 'MISC')]}"
4128,Du mußt doch heute in’s Theater.,{'entities': []}
4129,Ilona,"{'entities': [(0, 5, 'PER')]}"
4130,.,{'entities': []}
4131,Ich ſage ab.,{'entities': []}
4132,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4133,"Nein, nein, ich werde Dich abholen.","{'entities': [(22, 26, 'PER')]}"
4134,—,{'entities': []}
4135,Jetzt muß ich den Frack anziehen (ſieht auf die Uhr).,{'entities': []}
4136,Wie die Zeit vergeht.,"{'entities': [(8, 12, 'MISC')]}"
4137,"Franz, Franz!","{'entities': [(0, 5, 'PER'), (7, 13, 'ORG')]}"
4138,Ilona,"{'entities': [(0, 5, 'PER')]}"
4139,.,{'entities': []}
4140,Was willſt Du denn?,"{'entities': [(11, 13, 'MISC')]}"
4141,Anatol (zu dem eintretenden Franz).,"{'entities': [(0, 6, 'MISC')]}"
4142,Haben Sie in meinem Zimmer alles vorbereitet?,{'entities': []}
4143,Franz.,"{'entities': [(0, 5, 'PER')]}"
4144,"Der gnädige Herr meinen den Frack, die weiße Cravatte.",{'entities': []}
4145,— Anatol.,"{'entities': [(2, 8, 'MISC')]}"
4146,Nun ja.,{'entities': []}
4147,— Franz.,"{'entities': [(2, 7, 'PER')]}"
4148,Ich werde ſofort—— (ins Schlafzimmer).,"{'entities': [(24, 36, 'LOC')]}"
4149,Anatol (geht hin und her).,"{'entities': [(0, 6, 'MISC')]}"
4150,Du— Ilona,{'entities': []}
4151,— alſo heute Abend— nach dem Theater— nicht,"{'entities': [(13, 19, 'LOC'), (29, 37, 'LOC')]}"
4152,—?,{'entities': []}
4153,Ilona,"{'entities': [(0, 5, 'PER')]}"
4154,.,{'entities': []}
4155,Ich möchte ſo gerne heute mit Dir zuſammen bleiben.,"{'entities': [(30, 33, 'PER')]}"
4156,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4157,Sei doch nicht kindiſch—,"{'entities': [(15, 24, 'LOC')]}"
4158,Ich habe doch auch Verpflichtungen—,{'entities': []}
4159,Du ſiehſt es ja ein!,{'entities': []}
4160,Ilona,"{'entities': [(0, 5, 'PER')]}"
4161,.,{'entities': []}
4162,Ich liebe Dich;,"{'entities': [(0, 14, 'MISC')]}"
4163,weiter ſehe ich nichts ein.,{'entities': []}
4164,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4165,Das iſt aber durchaus nothwendig.,{'entities': []}
4166,Franz (aus dem Schlafzimmer kommend).,"{'entities': [(15, 27, 'LOC')]}"
4167,"Es iſt alles vorbereitet, gnädiger Herr.",{'entities': []}
4168,(Ab).,{'entities': []}
4169,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4170,Gut.,{'entities': []}
4171,"(Geht ins Schlafzimmer, ſpricht hinter der Thüre weiter, während Ilona auf der Scene bleibt).","{'entities': [(65, 70, 'LOC'), (79, 84, 'LOC')]}"
4172,"Ich meine, es iſt durchaus nothwendig, daß Du das einſiehſt.","{'entities': [(0, 9, 'MISC'), (43, 45, 'MISC')]}"
4173,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4174,Du kleideſt,{'entities': []}
4175,Dich alſo wirklich um?,"{'entities': [(0, 4, 'PER')]}"
4176,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4177,Ich kann doch nicht ſo zu einer Hochzeit gehen.,{'entities': []}
4178,—,{'entities': []}
4179,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
4180,Warum gehſt Du nur?,"{'entities': [(12, 14, 'MISC')]}"
4181,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4182,Fängſt,"{'entities': [(0, 6, 'PER')]}"
4183,Du ſchon wieder an?,{'entities': []}
4184,Ich muß.,"{'entities': [(0, 7, 'MISC')]}"
4185,Ilona,"{'entities': [(0, 5, 'PER')]}"
4186,.,{'entities': []}
4187,Alſo heute Abend.,"{'entities': [(0, 16, 'MISC')]}"
4188,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4189,Ja,{'entities': []}
4190,.,{'entities': []}
4191,Ich werde Dich an der Bühnenthüre erwarten.,"{'entities': [(0, 33, 'MISC')]}"
4192,Ilona,"{'entities': [(0, 5, 'PER')]}"
4193,.,{'entities': []}
4194,Verſpäte,{'entities': []}
4195,Dich nur nicht!,"{'entities': [(0, 4, 'PER')]}"
4196,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
4197,Nein— warum ſollte ich mich denn verſpäten?,"{'entities': [(0, 5, 'PER')]}"
4198,Ilona,"{'entities': [(0, 5, 'PER')]}"
4199,.,{'entities': []}
4200,Oh erinnere Dich nur;,"{'entities': [(0, 16, 'MISC')]}"
4201,einmal wartete ich eine ganze Stunde nach dem Theater.,{'entities': []}
